Lead ID,Name,Role,Industry,Posts Engaged,Connections,Engagement Rate,Recent Activity
361,Lucas Nolan,Service Advisor,Sales,12.1,1770,0.56,Active
362,Paul Dowd,Translator,Healthcare,20.3,428,0.33,Inactive
363,Faith Allan,Health Information Technician,Construction,16.8,307,0.28,Inactive
364,Sebastian Payne,Supervisor,Design,17.2,794,0.46,Active
365,Sarah Campbell,Chief Information Security Officer,Retail,17.0,173,0.17,Active
366,Rachel Watson,Chief Talent Officer,Retail,10.1,460,0.42,Active
367,Jake Turner,Data Annotator,Travel & Tourism,11.7,679,0.22,Inactive
368,Lucas Rees,General Surgeon,Human Resources (HR),16.1,1094,0.34,Inactive
369,Julian Newman,Hospital Social Worker,Engineering,19.1,321,0.48,Active
370,Bernadette Underwood,English Teacher,Corporate training,24.1,304,0.51,Inactive
371,Adrian Anderson,Air Traffic Controller,Hospitality,18.3,264,0.21,Inactive
372,Olivia Johnston,Pathologist,Engineering,12.6,503,0.56,Active
373,Carolyn Clark,Account Manager,Logistics,19.2,1146,0.47,Active
374,Hannah Campbell,Cardiovascular Perfusionist,IT and Development,21.3,554,0.14,Inactive
375,Richard Slater,Pediatric Nurse,Pharmaceuticals,9.7,267,0.34,Active
376,Faith Roberts,Accounting Supervisor,Hospitality,16.4,1837,0.28,Active
377,Carol Hart,Product Owner,Pharmaceuticals,15.2,963,0.17,Active
378,Sally Walker,Tax Accountant,Retail,20.3,1742,0.36,Active
379,Blake Paige,Photo Editor,Human Resources (HR),8.8,1398,0.47,Inactive
380,Harry Miller,Frontend Team Lead,Educator & Education,18.3,740,0.14,Inactive
381,Anne North,Inside Sales Manager,Pharmaceuticals,17.2,1932,0.18,Inactive
382,Jasmine Roberts,HR Coordinator,Real estate,21.2,944,0.28,Inactive
383,Andrea Ince,Inside Sales Director,Pharmaceuticals,6.7,1940,0.29,Inactive
384,Rachel Ogden,Concrete Laborer,Production,19.0,1415,0.37,Active
385,Leonard Wright,Cyber Security Specialist,Educator & Education,24.1,1532,0.11,Active
386,Sonia Cornish,Family Nurse Practitioner,Travel & Tourism,17.0,219,0.21,Active
387,Sophie Tucker,Administrative Assistant,Facilities,15.6,624,0.17,Active
388,Faith Hart,Construction Manager,Public Relations (PR),10.3,1110,0.31,Active
389,Sebastian Manning,Credit Manager,Finance,22.8,195,0.19,Inactive
390,Jan Gray,Employee Relations,IT and Development,8.5,459,0.24,Active
391,Elizabeth Dowd,Payroll Specialist,Finance,6.6,1185,0.4,Inactive
392,Heather Hodges,Unit Clerk,Accounting,21.9,1490,0.45,Inactive
393,Virginia Rampling,ABA Therapist,Retail,18.1,1979,0.16,Active
394,Sean Welch,Staffing Coordinator,Marketing,21.0,1255,0.16,Inactive
395,Warren Brown,Customer Service Manager,Educator & Education,11.0,696,0.34,Inactive
396,Abigail Jackson,Notary,IT and Development,11.7,1252,0.36,Inactive
397,Sam Scott,Security Guard,Educator & Education,7.9,872,0.26,Inactive
398,Amy Terry,Industrial Engineer,Hospitality,17.0,1820,0.55,Active
399,Joe Sutherland,Client Relations Manager,Corporate training,9.1,1623,0.27,Inactive
400,Gavin Allan,Training Specialist,Accounting,10.8,1292,0.31,Active
401,Ava Lambert,Medical Administrative Assistant,Legal,23.4,1175,0.17,Inactive
402,Anna Pullman,Program Analyst,Facilities,23.4,345,0.34,Inactive
403,Sue Mills,Lead Teacher,Hospitality,15.6,1636,0.58,Inactive
404,Gabrielle Dowd,Marketing Copywriter,Construction,9.2,1812,0.33,Active
405,Emily Blake,Design Engineer,Production,16.0,606,0.47,Inactive
406,Peter Randall,Digital Editor,Construction,23.4,234,0.51,Active
407,Audrey Campbell,CRM Director,Facilities,24.8,1920,0.48,Active
408,Jane Blake,Handyman,Customer service,12.1,1490,0.39,Inactive
409,Mary Brown,Business Operations Manager,Design,17.2,1080,0.57,Active
410,Amanda Underwood,Payroll Officer,Customer service,7.6,487,0.41,Inactive
411,Richard Blake,Physical Product Designer,IT and Development,8.0,1958,0.54,Active
412,Bernadette Mackay,Makeup Artist,Engineering,10.1,1279,0.3,Inactive
413,Robert Manning,Family Nurse Practitioner,Facilities,10.8,946,0.14,Inactive
414,Jessica Powell,Grocery Clerk,Customer service,24.2,148,0.5,Inactive
415,Liam Poole,Help Desk Manager,Educator & Education,6.2,1557,0.24,Active
416,Diane Clarkson,Food Scientist,Pharmaceuticals,8.5,1122,0.36,Inactive
417,Peter Forsyth,Collection Specialist,Administrative,10.3,909,0.37,Inactive
418,Tim Mackenzie,Application Developer,Human Resources (HR),12.7,122,0.45,Active
419,Audrey Russell,BCBA,Administrative,13.8,896,0.32,Inactive
420,Blake Coleman,VP of HR,Travel & Tourism,11.5,422,0.35,Inactive
421,Blake Forsyth,Talent Acquisition Manager,Hospitality,7.1,1319,0.52,Active
422,Nathan Underwood,Senior Ruby Developer,Retail,23.3,1279,0.21,Active
423,Bernadette Cornish,Copy Editor,Human Resources (HR),21.1,1059,0.33,Inactive
424,Ella Avery,Dishwasher,Engineering,15.7,689,0.3,Inactive
425,Amelia Hemmings,Marketing Strategist,Educator & Education,19.5,902,0.36,Active
426,Nicholas Vaughan,Billing Manager,Corporate training,8.9,404,0.27,Active
427,Dylan Clark,Financial Consultant,Facilities,19.7,1429,0.28,Inactive
428,Stephen Skinner,ICU Nurse,Travel & Tourism,6.7,380,0.22,Inactive
429,Katherine McLean,Senior Learning and Development Manager,Healthcare,13.3,150,0.48,Active
430,Ella Piper,Production Coordinator,Travel & Tourism,10.9,1775,0.24,Active
431,David Rees,Software Developer,Administrative,13.0,1900,0.43,Inactive
432,Penelope Bell,Sales Coordinator,Healthcare,24.6,910,0.33,Inactive
433,Elizabeth Sutherland,Medical Director,Facilities,21.0,1734,0.3,Active
434,Irene Arnold,Development Director,Administrative,6.6,874,0.1,Active
435,Leah Sanderson,Cabin Crew,Real estate,23.4,1110,0.5,Inactive
436,Donna Wallace,Senior People Operations Manager,Law enforcement / Security,20.0,789,0.35,Inactive
437,Ella Manning,Petroleum Engineer,Hospitality,23.2,669,0.44,Active
438,Pippa MacLeod,Technical Account Manager,Legal,5.4,1319,0.47,Active
439,Steven Paterson,Accounting Supervisor,Retail,22.0,717,0.13,Active
440,Rebecca Smith,Operations Manager,Engineering,21.3,909,0.5,Inactive
441,Heather Davies,Travel Agent,Real estate,14.0,1022,0.39,Active
442,Ava Sutherland,Speech Pathologist,Production,8.1,1571,0.27,Active
443,Fiona Poole,Social Media Advertising Administrator,Public Relations (PR),22.9,538,0.5,Inactive
444,Matt Wilson,News Anchor,Media,22.3,1076,0.17,Active
445,Katherine Stewart,Entrepreneurs,Facilities,19.1,1232,0.24,Active
446,Gavin Langdon,Manufacturing Engineer,Finance,18.7,1513,0.39,Inactive
447,Boris Lee,Photoshoot Stylist,Facilities,16.4,1347,0.5,Inactive
448,William Murray,Mail Carrier,Marketing,6.8,1424,0.55,Active
449,Frank Nash,Payroll Accountant,Marketing,12.7,1899,0.24,Inactive
450,Jane Sharp,Porter,Travel & Tourism,20.4,1747,0.36,Active
451,Theresa Newman,Copy Editor,Finance,23.6,845,0.57,Active
452,Alexandra Peake,Warehouse Clerk,Human Resources (HR),6.8,1059,0.19,Inactive
453,Harry Dickens,ABA Therapist,Corporate training,19.6,133,0.47,Active
454,Leah Grant,Park Ranger,Corporate training,19.9,487,0.25,Active
455,Dan Poole,Senior System Administrator,Travel & Tourism,22.9,810,0.56,Inactive
456,Pippa McDonald,Branch Manager,Accounting,20.9,1504,0.59,Active
457,Ella Rampling,Car Detailer,Corporate training,19.4,196,0.12,Inactive
458,Anna Mackay,Supply Chain Manager,Facilities,14.6,245,0.51,Active
459,Michael Miller,Fire Watchman,Facilities,5.1,1709,0.14,Active
460,Sean Smith,Strategic Account Manager,Human Resources (HR),16.5,516,0.14,Inactive
461,Carol Avery,Chief Medical Officer,Design,18.4,617,0.16,Active
462,Stephanie Ogden,Solution architect,Retail,12.5,369,0.35,Active
463,Piers Wilson,Personal Care Assistant,Hospitality,10.4,1782,0.17,Inactive
464,Kimberly Hemmings,Bursar,Corporate training,16.3,418,0.45,Active
465,Yvonne Dickens,Full Cycle Recruiter,Human Resources (HR),10.0,1734,0.32,Active
466,Benjamin Harris,Detective,IT and Development,24.8,185,0.42,Active
467,Phil Tucker,Purchasing Manager,Engineering,13.1,116,0.53,Inactive
468,Stewart Ferguson,Media Buyer,Production,20.5,376,0.25,Active
469,Warren Terry,Senior Product Designer,Accounting,19.3,615,0.41,Inactive
470,Justin Hardacre,Training Specialist,Travel & Tourism,22.9,1926,0.58,Inactive
471,Dan Pullman,Admissions Director,Customer service,20.3,1342,0.15,Active
472,Dan Roberts,HR Administrator,Marketing,17.0,640,0.25,Active
473,Theresa Butler,VP of Demand Generation,Logistics,9.0,1141,0.33,Inactive
474,Carl Baker,Life Coach,Healthcare,23.9,375,0.43,Inactive
475,Boris Terry,Community Liason,Real estate,12.4,1327,0.55,Inactive
476,Felicity Harris,Media Planner,Healthcare,23.5,257,0.37,Active
477,Joshua Vaughan,Enterprise Account Executive,Logistics,24.7,900,0.17,Inactive
478,Sebastian Lewis,Recruitment Manager,Construction,8.5,1631,0.51,Active
479,Lily Slater,Safety Manager,Logistics,9.3,116,0.2,Inactive
480,Liam Mills,Lead QA Engineer,Sales,21.8,1683,0.36,Inactive
481,Donna Nolan,Property Manager,Design,12.5,1974,0.41,Active
482,Virginia Lawrence,Office Clerk,Pharmaceuticals,11.4,780,0.59,Active
483,Thomas Graham,Vice President (VP) of Marketing,Accounting,18.1,1521,0.41,Inactive
484,Karen Allan,Paraprofessional,Travel & Tourism,20.8,216,0.51,Inactive
485,Frank Mackenzie,Sterile Processing Technician,Facilities,10.7,623,0.15,Active
486,Trevor Lee,Drafter,Marketing,8.6,852,0.59,Active
487,Wendy McGrath,Communications Assistant,Educator & Education,14.9,959,0.6,Inactive
488,Ryan Vance,Chief Human Resources Officer (CHRO),Public Relations (PR),22.0,1067,0.27,Inactive
489,Jane Murray,General Laborer,Sales,5.5,1610,0.2,Inactive
490,Audrey Churchill,Sales Support Specialist,Marketing,21.6,554,0.2,Active
491,Jake Mitchell,Pediatrician,Sales,17.6,1075,0.42,Inactive
492,Audrey McLean,Finance Officer,Media,6.0,1845,0.17,Inactive
493,Stephen Young,Salon Receptionist,IT and Development,5.1,524,0.14,Active
494,Ava Watson,Recruiter,Healthcare,7.2,795,0.33,Inactive
495,Nathan Howard,Contracts Specialist,Marketing,9.1,1294,0.2,Inactive
496,Grace Miller,Health Information Technician,Hospitality,22.3,570,0.41,Inactive
497,Amy Davies,Sales Representative,Legal,13.5,223,0.31,Inactive
498,Sue Quinn,HR Intern,Accounting,14.0,1043,0.21,Active
499,Ian Burgess,Sales Account Executive,Healthcare,15.2,556,0.57,Active
500,Leonard Reid,Public Relations (PR) Officer,Travel & Tourism,13.6,1861,0.58,Inactive
501,Ruth Poole,Programs Marketing Associate,Accounting,11.2,1451,0.26,Inactive
502,Ruth Henderson,Psychologist,Customer service,18.0,1894,0.51,Inactive
503,Kevin Dickens,School Administrator,Corporate training,10.3,1815,0.34,Active
504,Tim Knox,Learning and Development (L&D) Manager,Finance,10.3,289,0.19,Active
505,Ryan Abraham,PPC (Pay Per Click) Manager,Law enforcement / Security,18.1,971,0.4,Inactive
506,Colin Henderson,Physicist,Facilities,8.8,1190,0.27,Inactive
507,Brian Allan,Chef,Real estate,18.5,463,0.43,Inactive
508,Kylie Hudson,Referral Coordinator,Human Resources (HR),21.8,1898,0.37,Inactive
509,Caroline Welch,Civil Engineer,Finance,21.5,746,0.3,Active
510,Emily Lee,Team Leader,Legal,18.4,1122,0.11,Active
511,Sarah Black,Visual Merchandiser,Hospitality,6.1,390,0.6,Inactive
512,Eric Forsyth,Caregiver,Accounting,18.9,1936,0.18,Inactive
513,Katherine Quinn,Training Consultant,Law enforcement / Security,23.0,921,0.11,Active
514,Molly Hudson,Embedded Software Engineer,Hospitality,14.5,583,0.12,Inactive
515,Piers Harris,Machine Learning Engineer,Law enforcement / Security,10.5,931,0.25,Inactive
516,Ava Brown,Copy Editor,Human Resources (HR),12.3,903,0.33,Inactive
517,Adam Cornish,Prep Cook,Healthcare,12.9,697,0.31,Active
518,Bella Pullman,HR Officer,Public Relations (PR),9.7,1459,0.23,Active
519,Justin McLean,Computer Science,Design,21.3,1748,0.4,Active
520,Fiona Rampling,Appliance Repair Service Technician,Marketing,9.3,775,0.3,Inactive
521,Joseph Martin,Clinical Coordinator,Legal,21.6,274,0.57,Active
522,Brian Knox,External Auditor,Customer service,8.8,1135,0.11,Active
523,Lauren Young,HVAC Technician,Finance,13.7,839,0.55,Inactive
524,Chloe Mathis,Radiation Therapist,Accounting,12.2,1288,0.28,Active
525,Joe McGrath,Credential Specialist,Real estate,6.3,1789,0.39,Active
526,Dorothy Alsop,AI Auditor,Accounting,13.3,1460,0.24,Active
527,Yvonne Parr,SEO Manager,Human Resources (HR),17.9,986,0.11,Active
528,Richard Vaughan,Brand Designer & Illustrator,Sales,12.2,1323,0.43,Inactive
529,Vanessa Blake,Forensic Psychologist,Administrative,17.2,1519,0.2,Inactive
530,Jasmine May,Social Media Analyst,Retail,17.6,787,0.47,Active
531,Kylie Gill,Editor,Accounting,10.2,1162,0.55,Active
532,Eric May,Bookkeeper,Human Resources (HR),7.4,391,0.44,Active
533,Justin Mackay,Marketing Officer,Legal,15.7,1808,0.41,Inactive
534,Emma Hemmings,Corporate Travel Manager,Sales,9.6,745,0.35,Active
535,Ryan Allan,Hospital Social Worker,Travel & Tourism,19.8,1810,0.44,Inactive
536,Boris Duncan,Bartender,Hospitality,13.9,283,0.35,Inactive
537,Leonard Alsop,Legal,Real estate,20.8,829,0.17,Inactive
538,Anne Fisher,Finance Officer,Real estate,6.6,570,0.21,Active
539,Lisa Graham,Practice Manager,Media,7.2,525,0.24,Inactive
540,Sally Parsons,Sales Clerk,Educator & Education,15.0,722,0.52,Active
541,Hannah Slater,HRIS Analyst,Construction,24.0,785,0.5,Inactive
542,Edward Walsh,Account Officer,Design,14.4,260,0.38,Inactive
543,Carl Peake,Consultant,Real estate,21.9,343,0.27,Inactive
544,Lillian Churchill,Enterprise Account Executive,Legal,20.5,1335,0.2,Active
545,Benjamin Rutherford,Territory Sales Representative,Construction,21.8,199,0.45,Active
546,Andrea Dickens,Forensic Psychologist,Facilities,11.4,221,0.36,Inactive
547,Edward Mills,Human Services Worker,Corporate training,15.0,882,0.13,Inactive
548,Melanie Murray,Compliance Manager,Logistics,8.3,477,0.39,Inactive
549,Audrey Mathis,Marketing Analyst,Healthcare,15.4,1879,0.34,Inactive
550,Lily Hill,Production Planner,Construction,20.2,1421,0.4,Active
551,Jonathan Vaughan,Billing Coordinator,Educator & Education,19.4,995,0.14,Inactive
552,Ava Dowd,HR Recruiter,Facilities,10.8,2000,0.6,Inactive
553,Ava Morgan,Clinical Assistant,Customer service,24.3,1721,0.46,Active
554,Theresa Miller,Environmental Engineer,Logistics,9.2,1131,0.14,Inactive
555,Claire Welch,Aerospace Engineer,Engineering,23.4,1601,0.3,Active
556,Irene Scott,Beauty Therapist,Marketing,6.5,1588,0.22,Active
557,Dan McDonald,Engineering Technician,Construction,10.6,1025,0.3,Active
558,Pippa Lambert,Credential Specialist,Finance,18.8,1042,0.27,Inactive
559,Sonia Cornish,Healthcare Data Analyst,Human Resources (HR),10.1,1803,0.31,Active
560,Felicity Bell,Finance Administrator,Sales,23.0,456,0.26,Active
561,Nicola Walsh,Lead QA Engineer,Construction,14.7,376,0.6,Inactive
562,Sonia Marshall,Territory Manager,Healthcare,23.2,1581,0.54,Active
563,Fiona Arnold,Headhunter,Law enforcement / Security,8.1,1343,0.26,Inactive
564,Joe Poole,Unit Secretary,Travel & Tourism,19.0,1581,0.27,Active
565,David Avery,Database Developer,Law enforcement / Security,18.0,1196,0.19,Active
566,Stewart Manning,Regional HR Manager,Travel & Tourism,7.7,411,0.33,Inactive
567,Adam Ogden,Talent Acquisition Manager,Healthcare,7.3,1675,0.38,Inactive
568,Matt Clark,Web Designer,Healthcare,19.6,1342,0.41,Inactive
569,Emily Skinner,Social Media Analyst,Production,6.2,663,0.31,Inactive
570,Piers Roberts,System Administrator,IT and Development,22.0,373,0.29,Active
571,Peter Alsop,Actuary,Construction,14.8,1856,0.49,Inactive
572,Trevor McGrath,Senior HR Manager,Real estate,16.3,1282,0.54,Inactive
573,William Chapman,Painter,Accounting,9.8,1385,0.22,Active
574,Samantha Henderson,Game Warden,Pharmaceuticals,17.7,1383,0.58,Active
575,Dominic Lawrence,Customer Education Specialist,Accounting,14.9,288,0.22,Inactive
576,Samantha Hunter,Criminal Investigator,Logistics,21.8,1103,0.15,Inactive
577,Anthony Robertson,Comp Analyst,Production,13.8,1647,0.35,Inactive
578,Jane Dyer,VP of Demand Generation,Media,12.0,898,0.23,Inactive
579,Sonia Vance,Optometrist,Hospitality,12.1,406,0.38,Inactive
580,Alison Lambert,Mental Health Technician,Corporate training,5.5,1108,0.15,Active
581,Piers Young,HRIS Administrator,Engineering,9.5,845,0.53,Active
582,Dominic Rampling,Fundraiser,Sales,21.6,312,0.36,Active
583,Gabrielle Arnold,Help Desk Manager,Construction,15.6,1100,0.12,Inactive
584,Joan Duncan,Overnight Stocker,Construction,19.4,1604,0.56,Inactive
585,Stephen Wright,Marine Biologist,Sales,8.4,187,0.39,Active
586,Michael Miller,Air Traffic Controller,Law enforcement / Security,20.7,109,0.34,Inactive
587,Gabrielle Walker,Marketing Manager,Production,17.7,1245,0.33,Active
588,Joshua Brown,Business Analyst,Educator & Education,21.4,726,0.17,Active
589,Sophie Dowd,Front Office Manager,Logistics,15.3,593,0.16,Inactive
590,Leonard Langdon,Maid,Accounting,17.6,524,0.55,Active
591,Paul Tucker,Chief Information Officer - CIO,Construction,14.2,729,0.13,Active
592,Joan Avery,UX Designer,Facilities,15.0,599,0.38,Inactive
593,Tim Wilson,Business Development Manager,Finance,24.1,879,0.49,Inactive
594,Adrian Ogden,Shift Leader,Media,5.9,1998,0.46,Inactive
595,Carl Davidson,Security Officer,Media,7.4,1413,0.42,Active
596,Fiona Davidson,Product Marketing Associate,Construction,7.1,102,0.34,Active
597,Penelope Scott,Physiatry,Logistics,7.0,1827,0.37,Inactive
598,Brian Bailey,Painter,Sales,15.4,1946,0.1,Inactive
599,Maria Brown,Project Engineer,Retail,5.6,1982,0.33,Active
600,Una Metcalfe,Unit Secretary,Healthcare,9.3,386,0.24,Active
601,Bella MacLeod,Corporate Travel Manager,Administrative,21.3,567,0.12,Active
602,Wanda Rees,Computer Engineer,Public Relations (PR),16.4,394,0.35,Active
603,Boris Howard,Restaurant Server,Media,8.8,1153,0.33,Inactive
604,Trevor Berry,VP of Self Service Revenue,Facilities,7.3,1844,0.3,Active
605,William Peake,Prompt Engineer,Administrative,15.6,970,0.49,Inactive
606,Joan Morrison,General Laborer,Marketing,15.4,188,0.48,Active
607,Una Glover,NICU Nurse,Marketing,23.8,1220,0.41,Inactive
608,Tracey Morgan,Child Care Provider,Finance,21.3,1224,0.47,Inactive
609,Rose Springer,Parole Officer,Media,8.4,839,0.42,Active
610,Michelle Cornish,Beautician,Law enforcement / Security,20.6,983,0.37,Active
611,Donna Churchill,Accounts Payable Clerk,Pharmaceuticals,15.9,1136,0.29,Inactive
612,Alexandra Wilkins,Makeup Artist,Law enforcement / Security,13.7,1935,0.15,Inactive
613,Kevin Berry,Wait Staff,Hospitality,16.4,1652,0.6,Active
614,Katherine Mitchell,Secretary,Facilities,6.6,1099,0.5,Active
615,Victor Hamilton,Media Assistant,Construction,12.7,889,0.52,Active
616,Leah Underwood,Senior Performance Engineer,Retail,6.5,1940,0.11,Active
617,Penelope Clarkson,Coroner,Public Relations (PR),20.0,310,0.45,Active
618,Dorothy Murray,Payroll Clerk,Educator & Education,7.4,148,0.46,Active
619,Joanne Taylor,Chief Administrative Officer (CAO),Logistics,12.7,643,0.26,Active
620,Oliver Abraham,Entrepreneurs,Educator & Education,6.0,1330,0.48,Active
